Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
7,"[cfgmgr32.dll]",1,0,0.21,0.00,"cfgmgr32.dll",
8,"[cfgmgr32.dll]",1,0,0.21,0.00,"cfgmgr32.dll",
9,"[cfgmgr32.dll]",1,0,0.21,0.00,"cfgmgr32.dll",
10,"[kernel32.dll]",1,0,0.21,0.00,"kernel32.dll",
11,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
17,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
18,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
19,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
7,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
8,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
9,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
14,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
15,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
16,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
6,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
7,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
8,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
9,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
15,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
16,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
17,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
18,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
19,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
5,"[w3wphost.dll]",2,0,0.42,0.00,"w3wphost.dll",
6,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
7,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
8,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
9,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
13,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
14,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
15,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
16,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
17,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
6,"[httpapi.dll]",1,0,0.21,0.00,"httpapi.dll",
7,"[httpapi.dll]",1,0,0.21,0.00,"httpapi.dll",
8,"[httpapi.dll]",1,0,0.21,0.00,"httpapi.dll",
9,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
10,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
11,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
14,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
15,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
16,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
17,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
18,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
3,"[iisfreb.dll]",26,0,5.44,0.00,"iisfreb.dll",
4,"[KernelBase.dll]",24,0,5.02,0.00,"KernelBase.dll",
5,"[KernelBase.dll]",14,0,2.93,0.00,"KernelBase.dll",
6,"[ntdll.dll]",14,0,2.93,0.00,"ntdll.dll",
7,"[ntdll.dll]",14,0,2.93,0.00,"ntdll.dll",
8,"[ntdll.dll]",14,0,2.93,0.00,"ntdll.dll",
9,"[ntdll.dll]",14,0,2.93,0.00,"ntdll.dll",
10,"[wow64.dll]",14,0,2.93,0.00,"wow64.dll",
11,"[wow64.dll]",14,0,2.93,0.00,"wow64.dll",
12,"[wow64cpu.dll]",14,0,2.93,0.00,"wow64cpu.dll",
13,"[wow64.dll]",12,0,2.51,0.00,"wow64.dll",
14,"[wow64.dll]",12,0,2.51,0.00,"wow64.dll",
15,"[ntdll.dll]",12,12,2.51,2.51,"ntdll.dll",
13,"[wow64cpu.dll]",2,2,0.42,0.42,"wow64cpu.dll",
5,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
6,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
7,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
8,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
9,"[wow64.dll]",10,0,2.09,0.00,"wow64.dll",
10,"[wow64.dll]",10,0,2.09,0.00,"wow64.dll",
11,"[wow64cpu.dll]",10,0,2.09,0.00,"wow64cpu.dll",
12,"[wow64cpu.dll]",10,10,2.09,2.09,"wow64cpu.dll",
4,"[kernel32.dll]",1,1,0.21,0.21,"kernel32.dll",
4,"[msvcrt.dll]",1,1,0.21,0.21,"msvcrt.dll",
3,"[nativrd2.dll]",16,0,3.35,0.00,"nativrd2.dll",
4,"[KernelBase.dll]",16,0,3.35,0.00,"KernelBase.dll",
5,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
6,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
7,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
8,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
9,"[wow64.dll]",10,0,2.09,0.00,"wow64.dll",
10,"[wow64.dll]",10,0,2.09,0.00,"wow64.dll",
11,"[wow64cpu.dll]",10,0,2.09,0.00,"wow64cpu.dll",
12,"[wow64cpu.dll]",10,10,2.09,2.09,"wow64cpu.dll",
5,"[KernelBase.dll]",6,1,1.26,0.21,"KernelBase.dll",
6,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
7,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
8,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
9,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
10,"[wow64.dll]",5,0,1.05,0.00,"wow64.dll",
11,"[wow64.dll]",5,0,1.05,0.00,"wow64.dll",
12,"[wow64cpu.dll]",5,0,1.05,0.00,"wow64cpu.dll",
13,"[wow64.dll]",5,0,1.05,0.00,"wow64.dll",
14,"[wow64.dll]",5,0,1.05,0.00,"wow64.dll",
15,"[ntdll.dll]",5,5,1.05,1.05,"ntdll.dll",
3,"[propsys.dll]",4,0,0.84,0.00,"propsys.dll",
4,"[propsys.dll]",4,0,0.84,0.00,"propsys.dll",
5,"[propsys.dll]",4,0,0.84,0.00,"propsys.dll",
6,"[propsys.dll]",4,0,0.84,0.00,"propsys.dll",
7,"[propsys.dll]",4,0,0.84,0.00,"propsys.dll",
8,"[propsys.dll]",4,0,0.84,0.00,"propsys.dll",
9,"[combase.dll]",4,0,0.84,0.00,"combase.dll",
10,"[combase.dll]",4,0,0.84,0.00,"combase.dll",
11,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
12,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
13,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
14,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
15,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
16,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
17,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
18,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
19,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
20,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
21,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
22,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
23,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
24,"[combase.dll]",3,0,0.63,0.00,"combase.dll",
25,"[combase.dll]",2,0,0.42,0.00,"combase.dll",
26,"[combase.dll]",2,0,0.42,0.00,"combase.dll",
27,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
28,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
29,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
30,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
31,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
32,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
33,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
39,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
40,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
41,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
42,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
43,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
44,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
45,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
46,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
34,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
35,"[apphelp.dll]",1,0,0.21,0.00,"apphelp.dll",
36,"[apphelp.dll]",1,1,0.21,0.21,"apphelp.dll",
25,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
26,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
27,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
28,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
29,"[KernelBase.dll]",1,0,0.21,0.00,"KernelBase.dll",
30,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
11,"[rpcrt4.dll]",1,0,0.21,0.00,"rpcrt4.dll",
12,"[rpcrt4.dll]",1,0,0.21,0.00,"rpcrt4.dll",
13,"[rpcrt4.dll]",1,0,0.21,0.00,"rpcrt4.dll",
14,"[rpcrt4.dll]",1,0,0.21,0.00,"rpcrt4.dll",
15,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
16,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
17,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
18,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
19,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
20,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
21,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
22,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
23,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
24,"[combase.dll]",1,0,0.21,0.00,"combase.dll",
25,"[combase.dll]",1,1,0.21,0.21,"combase.dll",
2,"[ntdll.dll]",63,0,13.18,0.00,"ntdll.dll",
3,"[ntdll.dll]",63,0,13.18,0.00,"ntdll.dll",
4,"[ntdll.dll]",63,0,13.18,0.00,"ntdll.dll",
5,"[ntdll.dll]",58,0,12.13,0.00,"ntdll.dll",
6,"[ntdll.dll]",57,0,11.92,0.00,"ntdll.dll",
7,"[ntdll.dll]",56,0,11.72,0.00,"ntdll.dll",
8,"[ntdll.dll]",54,0,11.30,0.00,"ntdll.dll",
9,"[ntdll.dll]",49,1,10.25,0.21,"ntdll.dll",
10,"[ntdll.dll]",46,4,9.62,0.84,"ntdll.dll",
11,"[ntdll.dll]",34,2,7.11,0.42,"ntdll.dll",
12,"[ntdll.dll]",17,0,3.56,0.00,"ntdll.dll",
13,"[ntdll.dll]",14,0,2.93,0.00,"ntdll.dll",
14,"[ntdll.dll]",14,0,2.93,0.00,"ntdll.dll",
15,"[ntdll.dll]",11,0,2.30,0.00,"ntdll.dll",
16,"[ntdll.dll]",10,0,2.09,0.00,"ntdll.dll",
17,"[ntdll.dll]",10,1,2.09,0.21,"ntdll.dll",
18,"[ntdll.dll]",7,0,1.46,0.00,"ntdll.dll",
19,"[ntdll.dll]",6,0,1.26,0.00,"ntdll.dll",
20,"[ntdll.dll]",6,0,1.26,0.00,"ntdll.dll",
21,"[ntdll.dll]",6,0,1.26,0.00,"ntdll.dll",
22,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
23,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
24,"[ntdll.dll]",5,0,1.05,0.00,"ntdll.dll",
25,"[ntdll.dll]",5,1,1.05,0.21,"ntdll.dll",
26,"[ntdll.dll]",4,0,0.84,0.00,"ntdll.dll",
27,"[ntdll.dll]",4,0,0.84,0.00,"ntdll.dll",
28,"[ntdll.dll]",4,0,0.84,0.00,"ntdll.dll",
29,"[ntdll.dll]",4,0,0.84,0.00,"ntdll.dll",
30,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
31,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
32,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
33,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
38,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
39,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
40,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
41,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
42,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
43,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
44,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
45,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
40,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
41,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
42,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
43,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
44,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
45,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
46,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
47,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
48,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
49,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
33,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
34,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
35,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
37,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
38,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
39,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
40,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
41,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
42,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
43,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
44,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
30,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
31,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
32,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
33,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
34,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
35,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
36,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
37,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
38,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
39,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
40,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
41,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
24,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
25,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
28,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
29,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
30,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
31,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
32,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
33,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
24,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
25,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
28,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
29,"[klhkum.dll]",1,0,0.21,0.00,"klhkum.dll",
30,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
18,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
19,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
20,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
21,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
22,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
23,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
24,"[wow64cpu.dll]",2,0,0.42,0.00,"wow64cpu.dll",
25,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
26,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
27,"[klhkum.dll]",2,0,0.42,0.00,"klhkum.dll",
28,"[klhkum.dll]",2,0,0.42,0.00,"klhkum.dll",
29,"[ntdll.dll]",2,2,0.42,0.42,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
21,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
22,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
23,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
24,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
25,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
26,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
15,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
16,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
17,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
18,"[ntdll.dll]",3,0,0.63,0.00,"ntdll.dll",
19,"[wow64.dll]",3,0,0.63,0.00,"wow64.dll",
20,"[wow64.dll]",3,0,0.63,0.00,"wow64.dll",
21,"[wow64cpu.dll]",3,0,0.63,0.00,"wow64cpu.dll",
22,"[wow64.dll]",3,0,0.63,0.00,"wow64.dll",
23,"[wow64.dll]",3,0,0.63,0.00,"wow64.dll",
24,"[klhkum.dll]",2,0,0.42,0.00,"klhkum.dll",
25,"[klhkum.dll]",2,0,0.42,0.00,"klhkum.dll",
26,"[ntdll.dll]",2,2,0.42,0.42,"ntdll.dll",
24,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
13,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
14,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
15,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
16,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
17,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
18,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
19,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
20,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
21,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
22,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
23,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
24,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
25,"[wow64cpu.dll]",2,0,0.42,0.00,"wow64cpu.dll",
26,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
27,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
28,"[wow64.dll]",2,0,0.42,0.00,"wow64.dll",
29,"[ntdll.dll]",2,2,0.42,0.42,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
18,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
19,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
20,"[wow64cpu.dll]",1,1,0.21,0.21,"wow64cpu.dll",
12,"[klhkum.dll]",12,0,2.51,0.00,"klhkum.dll",
13,"[klhkum.dll]",12,0,2.51,0.00,"klhkum.dll",
14,"[klhkum.dll]",11,0,2.30,0.00,"klhkum.dll",
15,"[klhkum.dll]",11,0,2.30,0.00,"klhkum.dll",
16,"[klhkum.dll]",11,0,2.30,0.00,"klhkum.dll",
17,"[klhkum.dll]",11,0,2.30,0.00,"klhkum.dll",
18,"[klhkum.dll]",11,0,2.30,0.00,"klhkum.dll",
19,"[klhkum.dll]",11,0,2.30,0.00,"klhkum.dll",
20,"[ntdll.dll]",11,11,2.30,2.30,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
12,"[windows.storage.dll]",2,0,0.42,0.00,"windows.storage.dll",
13,"[windows.storage.dll]",2,0,0.42,0.00,"windows.storage.dll",
14,"[windows.storage.dll]",2,0,0.42,0.00,"windows.storage.dll",
15,"[windows.storage.dll]",2,0,0.42,0.00,"windows.storage.dll",
16,"[windows.storage.dll]",1,0,0.21,0.00,"windows.storage.dll",
17,"[windows.storage.dll]",1,0,0.21,0.00,"windows.storage.dll",
18,"[windows.storage.dll]",1,1,0.21,0.21,"windows.storage.dll",
16,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
17,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
18,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
19,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
20,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
21,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
22,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
23,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
24,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
25,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
26,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
27,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
28,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
12,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
13,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
14,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
15,"[ntdll.dll]",1,0,0.21,0.00,"ntdll.dll",
16,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
17,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
18,"[wow64cpu.dll]",1,0,0.21,0.00,"wow64cpu.dll",
19,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
20,"[wow64.dll]",1,0,0.21,0.00,"wow64.dll",
21,"[ntdll.dll]",1,1,0.21,0.21,"ntdll.dll",
11,"[user32.dll]",4,0,0.84,0.00,"user32.dll",
12,"[user32.dll]",4,0,0.84,0.00,"user32.dll",
13,"[user32.dll]",3,0,0.63,0.00,"user32.dll",
14,"[KernelBase.dll]",2,0,0.42,0.00,"KernelBase.dll",
15,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
16,"[ntdll.dll]",2,0,0.42,0.00,"ntdll.dll",
